ID,Title,Alternative Title (en),Media Type,Status,Premiered Season,Genres,User Score,Number of Ratings,Number of Members,Studios,Rating
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Doraemon: Nobita and the Steel Troops - The New Age,movie,finished_airing,Winter 2011,"Adventure, Comedy, Fantasy, Kids, Mecha, Shounen",8.27,12041,17717,Shin-Ei Animation,pg
10500,Ojiisan no Lamp,N/A,movie,finished_airing,Winter 2011,"Drama, Historical",7.49,10259,21198,Telecom Animation Film,g
8687,Doraemon (2005),N/A,tv,currently_airing,Spring 2005,"Anthropomorphic, Comedy, Kids, Sci-Fi, Shounen",7.71,9477,21068,Shin-Ei Animation,pg
9834,Level E,Level E,tv,finished_airing,Winter 2011,"Comedy, Gag Humor, Sci-Fi, Shounen",7.4,40717,96786,"Pierrot, David Production",r
1735,Naruto: Shippuuden,Naruto Shippuden,tv,finished_airing,Winter 2007,"Action, Adventure, Fantasy, Martial Arts, Shounen",8.27,1705511,2562708,Pierrot,pg_13
9656,Kimi ni Todoke 2nd Season,Kimi ni Todoke: From Me to You Season 2,tv,finished_airing,Winter 2011,"Drama, Romance, School, Shoujo",7.99,293639,510889,Production I.G,pg_13
8426,Hourou Musuko,Wandering Son,tv,finished_airing,Winter 2011,"Crossdressing, Drama, Romance, School, Seinen",7.69,42700,132859,AIC Classic,pg_13
235,Meitantei Conan,Case Closed,tv,currently_airing,Winter 1996,"Adventure, Comedy, Detective, Mystery, Shounen",8.17,163068,357650,TMS Entertainment,pg_13
8425,Gosick,N/A,tv,finished_airing,Winter 2011,"Drama, Historical, Mystery, Romance",8.04,236560,567780,Bones,r
5231,Inazuma Eleven,N/A,tv,finished_airing,Fall 2008,"Sports, Super Power, Team Sports",7.74,136711,223804,OLM,g
9513,Beelzebub,Beelzebub,tv,finished_airing,Winter 2011,"Action, Childcare, Comedy, Delinquents, Mythology, School, Shounen, Supernatural",7.84,286055,609109,Pierrot Plus,pg_13
21,One Piece,One Piece,tv,currently_airing,Fall 1999,"Action, Adventure, Fantasy, Shounen",8.72,1394419,2456251,Toei Animation,pg_13
269,Bleach,Bleach,tv,finished_airing,Fall 2004,"Action, Adventure, Shounen, Supernatural",7.96,1169031,2041305,Pierrot,pg_13
6033,Dragon Ball Kai,Dragon Ball Z Kai,tv,finished_airing,Spring 2009,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen",7.76,250147,405849,Toei Animation,pg_13
6702,Fairy Tail,Fairy Tail,tv,finished_airing,Fall 2009,"Action, Adventure, Fantasy, Shounen",7.57,1028072,1776746,"Satelight, A-1 Pictures",pg_13
9756,Mahou Shoujo Madoka★Magica,Puella Magi Madoka Magica,tv,finished_airing,Winter 2011,"Award Winning, Drama, Mahou Shoujo, Psychological, Suspense",8.37,772443,1326046,Shaft,pg_13
7674,Bakuman.,Bakuman.,tv,finished_airing,Fall 2010,"Comedy, Drama, Otaku Culture, Romance, Shounen",8.17,301879,633158,J.C.Staff,pg_13
8937,Toaru Majutsu no Index II,A Certain Magical Index II,tv,finished_airing,Fall 2010,"Action, Fantasy, Sci-Fi, Super Power, Urban Fantasy",7.52,254705,470147,J.C.Staff,r
3972,Yu☆Gi☆Oh! 5D's,Yu-Gi-Oh! 5D's,tv,finished_airing,Spring 2008,"Action, Shounen, Strategy Game",7.46,85055,146228,Gallop,pg_13
8841,Kore wa Zombie desu ka?,Is This a Zombie?,tv,finished_airing,Winter 2011,"Action, Comedy, Ecchi, Fantasy, Harem, Urban Fantasy, Vampire",7.33,347658,636923,Studio Deen,r
9969,Gintama',Gintama Season 2,tv,finished_airing,Spring 2011,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen",9.03,243388,573366,Sunrise,pg_13
21,One Piece,One Piece,tv,currently_airing,Fall 1999,"Action, Adventure, Fantasy, Shounen",8.72,1394419,2456251,Toei Animation,pg_13
9253,Steins;Gate,Steins;Gate,tv,finished_airing,Spring 2011,"Drama, Psychological, Sci-Fi, Suspense, Time Travel",9.07,1434112,2637076,White Fox,pg_13
9893,Suite Precure♪,N/A,tv,finished_airing,Winter 2011,"Action, Mahou Shoujo",7.28,6949,17270,Toei Animation,g
10257,Pretty Rhythm: Aurora Dream,N/A,tv,finished_airing,Spring 2011,"Idols (Female), Music, Sports",7.42,9389,23583,Tatsunoko Production,pg
9963,Meitantei Conan Movie 15: Chinmoku no Quarter,Detective Conan Movie 15: Quarter of Silence,movie,finished_airing,Spring 2011,"Adventure, Comedy, Detective, Mystery, Shounen",8.0,29058,50343,TMS Entertainment,g
8687,Doraemon (2005),N/A,tv,currently_airing,Spring 2005,"Anthropomorphic, Comedy, Kids, Sci-Fi, Shounen",7.71,9477,21068,Shin-Ei Animation,pg
9693,Moshidora,N/A,tv,finished_airing,Spring 2011,"Drama, Sports, Team Sports",6.86,9294,22509,Production I.G,pg_13
9539,Cardfight!! Vanguard,Cardfight!! Vanguard,tv,finished_airing,Winter 2011,"Action, Strategy Game",7.03,27532,55709,TMS Entertainment,pg_13
10370,Metal Fight Beyblade 4D,Beyblade: Metal Fury,tv,finished_airing,Spring 2011,"Adventure, Kids, Sports",7.05,32722,50966,SynergySP,pg
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,Digimon Fusion,tv,finished_airing,Spring 2011,"Action, Adventure, Comedy, Fantasy, Isekai",7.09,15282,29125,Toei Animation,pg
7081,Danball Senki,LBX: Little Battlers eXperience,tv,finished_airing,Spring 2011,"Action, Kids, Mecha",7.01,5025,10929,OLM,g
9712,Maria†Holic Alive,Maria†Holic Alive,tv,finished_airing,Spring 2011,"Comedy, Crossdressing, Girls Love, Parody, School, Seinen",6.94,30491,67986,Shaft,pg_13
9745,Sengoku Basara Movie: The Last Party,Sengoku Basara - Samurai Kings: The Movie,movie,finished_airing,Spring 2011,"Action, Fantasy, Historical, Martial Arts, Samurai",7.55,14567,30606,Production I.G,pg_13
9863,SKET Dance,SKET Dance,tv,finished_airing,Spring 2011,"Comedy, School, Shounen",8.21,85971,229011,Tatsunoko Production,pg_13
9941,Tiger & Bunny,Tiger & Bunny,tv,finished_airing,Spring 2011,"Action, Adult Cast, Comedy, Mystery, Sci-Fi, Super Power",7.83,92832,231134,Sunrise,pg_13
9379,Denpa Onna to Seishun Otoko,Ground Control to Psychoelectric Girl,tv,finished_airing,Spring 2011,"Comedy, Sci-Fi",7.12,128994,311261,Shaft,pg_13
10163,C: The Money of Soul and Possibility Control,[C] CONTROL - The Money and Soul of Possibility,tv,finished_airing,Spring 2011,"Action, High Stakes Game, Mystery, Sci-Fi, Super Power, Suspense",7.15,150638,323440,Tatsunoko Production,pg_13
9289,Hanasaku Iroha,Hanasaku Iroha: Blossoms for Tomorrow,tv,finished_airing,Spring 2011,"Drama, Workplace",7.89,130848,336732,P.A. Works,pg_13
6702,Fairy Tail,Fairy Tail,tv,finished_airing,Fall 2009,"Action, Adventure, Fantasy, Shounen",7.57,1028072,1776746,"Satelight, A-1 Pictures",pg_13
9919,Ao no Exorcist,Blue Exorcist,tv,finished_airing,Spring 2011,"Action, Mythology, School, Shounen, Supernatural",7.48,1177401,1971302,A-1 Pictures,pg_13
269,Bleach,Bleach,tv,finished_airing,Fall 2004,"Action, Adventure, Shounen, Supernatural",7.96,1169031,2041305,Pierrot,pg_13
1735,Naruto: Shippuuden,Naruto Shippuden,tv,finished_airing,Winter 2007,"Action, Adventure, Fantasy, Martial Arts, Shounen",8.27,1705511,2562708,Pierrot,pg_13
235,Meitantei Conan,Case Closed,tv,currently_airing,Winter 1996,"Adventure, Comedy, Detective, Mystery, Shounen",8.17,163068,357650,TMS Entertainment,pg_13
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Anohana: The Flower We Saw That Day,tv,finished_airing,Spring 2011,"Drama, Supernatural",8.29,998941,1637911,A-1 Pictures,pg_13
10080,Kami nomi zo Shiru Sekai II,The World God Only Knows II,tv,finished_airing,Spring 2011,"Comedy, Harem, Otaku Culture, Romance, Shounen, Supernatural",7.86,243823,397317,Manglobe,pg_13
6880,Deadman Wonderland,Deadman Wonderland,tv,finished_airing,Spring 2011,"Action, Gore, High Stakes Game, Sci-Fi, Shounen, Supernatural, Survival, Suspense",7.14,695894,1264795,Manglobe,r
8425,Gosick,N/A,tv,finished_airing,Winter 2011,"Drama, Historical, Mystery, Romance",8.04,236560,567780,Bones,r
9513,Beelzebub,Beelzebub,tv,finished_airing,Winter 2011,"Action, Childcare, Comedy, Delinquents, Mythology, School, Shounen, Supernatural",7.84,286055,609109,Pierrot Plus,pg_13
10165,Nichijou,Nichijou - My Ordinary Life,tv,finished_airing,Spring 2011,"Comedy, Gag Humor, School, Shounen",8.47,379468,925315,Kyoto Animation,pg_13
10079,Hoshizora e Kakaru Hashi,A Bridge to the Starry Skies,tv,finished_airing,Spring 2011,"Comedy, Ecchi, Harem, Romance, School",6.68,91018,180575,Doga Kobo,r+
10155,Dog Days,N/A,tv,finished_airing,Spring 2011,"Action, Adventure, Fantasy, Isekai",6.84,87990,191189,Seven Arcs,pg_13
9760,Hoshi wo Ou Kodomo,Children Who Chase Lost Voices,movie,finished_airing,Spring 2011,"Adventure, Fantasy, Romance",7.51,99965,220611,CoMix Wave Films,pg_13
9776,A-Channel,A-Channel,tv,finished_airing,Spring 2011,"CGDCT, Comedy, School",6.93,45365,101996,Studio Gokumi,pg_13
10216,"Yondemasu yo, Azazel-san. (TV)","You're Being Summoned, Azazel",tv,finished_airing,Spring 2011,"Comedy, Gag Humor, Mythology, Seinen, Supernatural",7.51,34787,84220,Production I.G,r
10507,Inazuma Eleven Go,N/A,tv,finished_airing,Spring 2011,"Sports, Super Power, Team Sports",7.01,52991,86068,OLM,g
966,Crayon Shin-chan,Shin Chan,tv,currently_airing,Spring 1992,"Comedy, Ecchi, School, Seinen",7.8,41799,87017,Shin-Ei Animation,g
10294,Towa no Quon 1: Utakata no Kaben,Towanoquon: The Ephemeral Petals,movie,finished_airing,Spring 2011,"Action, Sci-Fi, Super Power",7.28,26906,82748,Bones,pg_13
10033,Toriko,Toriko,tv,finished_airing,Spring 2011,"Action, Adventure, Comedy, Fantasy, Gourmet, Shounen",7.51,52622,132919,Toei Animation,pg_13
9253,Steins;Gate,Steins;Gate,tv,finished_airing,Spring 2011,"Drama, Psychological, Sci-Fi, Suspense, Time Travel",9.07,1434112,2637076,White Fox,pg_13
10029,Coquelicot-zaka kara,From Up on Poppy Hill,movie,finished_airing,Summer 2011,"Award Winning, Historical, Romance, School, Shoujo",7.78,125449,213109,Studio Ghibli,g
9863,SKET Dance,SKET Dance,tv,finished_airing,Spring 2011,"Comedy, School, Shounen",8.21,85971,229011,Tatsunoko Production,pg_13
9941,Tiger & Bunny,Tiger & Bunny,tv,finished_airing,Spring 2011,"Action, Adult Cast, Comedy, Mystery, Sci-Fi, Super Power",7.83,92832,231134,Sunrise,pg_13
10721,Mawaru Penguindrum,Penguindrum,tv,finished_airing,Summer 2011,"Avant Garde, Drama, Mystery, Psychological, Supernatural, Suspense",7.93,109846,305699,Brain's Base,r
10379,Natsume Yuujinchou San,Natsume's Book of Friends Season 3,tv,finished_airing,Summer 2011,"Iyashikei, Mythology, Shoujo, Slice of Life, Supernatural",8.57,121106,259114,Brain's Base,pg_13
10049,Nurarihyon no Mago: Sennen Makyou,Nura: Rise of the Yokai Clan - Demon Capital,tv,finished_airing,Summer 2011,"Action, Mythology, Shounen, Supernatural",7.93,85061,166608,Studio Deen,pg_13
966,Crayon Shin-chan,Shin Chan,tv,currently_airing,Spring 1992,"Comedy, Ecchi, School, Seinen",7.8,41799,87017,Shin-Ei Animation,g
9289,Hanasaku Iroha,Hanasaku Iroha: Blossoms for Tomorrow,tv,finished_airing,Spring 2011,"Drama, Workplace",7.89,130848,336732,P.A. Works,pg_13
10162,Usagi Drop,Bunny Drop,tv,finished_airing,Summer 2011,"Childcare, Iyashikei, Josei, Slice of Life",8.33,247894,505331,Production I.G,pg_13
9969,Gintama',Gintama Season 2,tv,finished_airing,Spring 2011,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen",9.03,243388,573366,Sunrise,pg_13
10408,Hotarubi no Mori e,Into the Forest of Fireflies' Light,movie,finished_airing,Summer 2011,"Award Winning, Drama, Romance, Shoujo, Supernatural",8.27,469002,841182,Brain's Base,g
21,One Piece,One Piece,tv,currently_airing,Fall 1999,"Action, Adventure, Fantasy, Shounen",8.72,1394419,2456251,Toei Animation,pg_13
10165,Nichijou,Nichijou - My Ordinary Life,tv,finished_airing,Spring 2011,"Comedy, Gag Humor, School, Shounen",8.47,379468,925315,Kyoto Animation,pg_13
235,Meitantei Conan,Case Closed,tv,currently_airing,Winter 1996,"Adventure, Comedy, Detective, Mystery, Shounen",8.17,163068,357650,TMS Entertainment,pg_13
1735,Naruto: Shippuuden,Naruto Shippuden,tv,finished_airing,Winter 2007,"Action, Adventure, Fantasy, Martial Arts, Shounen",8.27,1705511,2562708,Pierrot,pg_13
7081,Danball Senki,LBX: Little Battlers eXperience,tv,finished_airing,Spring 2011,"Action, Kids, Mecha",7.01,5025,10929,OLM,g
269,Bleach,Bleach,tv,finished_airing,Fall 2004,"Action, Adventure, Shounen, Supernatural",7.96,1169031,2041305,Pierrot,pg_13
9513,Beelzebub,Beelzebub,tv,finished_airing,Winter 2011,"Action, Childcare, Comedy, Delinquents, Mythology, School, Shounen, Supernatural",7.84,286055,609109,Pierrot Plus,pg_13
10015,Yu☆Gi☆Oh! Zexal,Yu-Gi-Oh! Zexal,tv,finished_airing,Spring 2011,"Action, Fantasy, Shounen, Strategy Game",6.43,46376,80930,Gallop,pg_13
10156,Sacred Seven,Sacred Seven,tv,finished_airing,Summer 2011,"Action, School, Sci-Fi, Super Power",6.58,33900,79937,Sunrise,pg_13
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,Naruto Shippuden: Chunin Exam on Fire! Naruto vs. Konohamaru!,movie,finished_airing,Summer 2011,"Action, Adventure, Martial Arts, Shounen",7.17,42859,82581,Pierrot,pg_13
10507,Inazuma Eleven Go,N/A,tv,finished_airing,Spring 2011,"Sports, Super Power, Team Sports",7.01,52991,86068,OLM,g
10372,Kamisama Dolls,Kamisama Dolls,tv,finished_airing,Summer 2011,"Action, Seinen, Supernatural",6.99,31432,73862,Brain's Base,r
9917,Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom,Pokémon the Movie: White - Victini and Zekrom,movie,finished_airing,Summer 2011,"Adventure, Comedy, Drama, Fantasy, Kids",6.64,35434,60826,"Production I.G, Xebec, OLM",pg
10370,Metal Fight Beyblade 4D,Beyblade: Metal Fury,tv,finished_airing,Spring 2011,"Adventure, Kids, Sports",7.05,32722,50966,SynergySP,pg
7334,Bakugan Battle Brawlers: Gundalian Invaders,Bakugan: Gundalian Invaders,tv,finished_airing,Spring 2011,"Action, Adventure, Fantasy, Strategy Game",6.35,30351,51413,TMS Entertainment,g
10740,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,Pokémon the Movie: Black - Victini and Reshiram,movie,finished_airing,Summer 2011,"Adventure, Comedy, Drama, Fantasy, Kids",6.63,29678,51565,"Production I.G, Xebec, OLM",pg
9938,Ikoku Meiro no Croisée The Animation,Croisée in a Foreign Labyrinth The Animation,tv,finished_airing,Summer 2011,"Historical, Iyashikei, Seinen, Slice of Life",7.41,24551,60007,Satelight,g
9969,Gintama',Gintama Season 2,tv,finished_airing,Spring 2011,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen",9.03,243388,573366,Sunrise,pg_13
11061,Hunter x Hunter (2011),Hunter x Hunter,tv,finished_airing,Fall 2011,"Action, Adventure, Fantasy, Shounen",9.03,1823939,2937377,Madhouse,pg_13
10278,The iDOLM@STER,THE IDOLM@STER,tv,finished_airing,Summer 2011,"Comedy, Drama, Idols (Female), Music",7.61,54872,155645,A-1 Pictures,pg_13
8687,Doraemon (2005),N/A,tv,currently_airing,Spring 2005,"Anthropomorphic, Comedy, Kids, Sci-Fi, Shounen",7.71,9477,21068,Shin-Ei Animation,pg
10049,Nurarihyon no Mago: Sennen Makyou,Nura: Rise of the Yokai Clan - Demon Capital,tv,finished_airing,Summer 2011,"Action, Mythology, Shounen, Supernatural",7.93,85061,166608,Studio Deen,pg_13
9000,Toaru Hikuushi e no Tsuioku,The Princess and the Pilot,movie,finished_airing,Fall 2011,"Adult Cast, Adventure, Military, Romance",7.59,31240,77306,Madhouse,pg_13
10460,Kimi to Boku.,You and Me.,tv,finished_airing,Fall 2011,"Iyashikei, School, Shounen, Slice of Life",7.65,63195,189361,J.C.Staff,pg_13
966,Crayon Shin-chan,Shin Chan,tv,currently_airing,Spring 1992,"Comedy, Ecchi, School, Seinen",7.8,41799,87017,Shin-Ei Animation,g
10717,Towa no Quon 6: Towa no Quon,Towanoquon: Eternal Quon,movie,finished_airing,Fall 2011,"Action, Sci-Fi, Super Power",7.56,18992,43073,Bones,pg_13
10030,Bakuman. 2nd Season,Bakuman. Season 2,tv,finished_airing,Fall 2011,"Comedy, Drama, Otaku Culture, Romance, Shounen",8.34,215812,359531,J.C.Staff,pg_13
10800,Chihayafuru,Chihayafuru,tv,finished_airing,Fall 2011,"Drama, Josei, Love Polygon, School, Sports, Strategy Game",8.18,187345,472610,Madhouse,pg_13
21,One Piece,One Piece,tv,currently_airing,Fall 1999,"Action, Adventure, Fantasy, Shounen",8.72,1394419,2456251,Toei Animation,pg_13
9617,K-On! Movie,K-ON! The Movie,movie,finished_airing,Fall 2011,"Award Winning, CGDCT, Comedy, Music",8.35,199985,338919,Kyoto Animation,pg_13
9513,Beelzebub,Beelzebub,tv,finished_airing,Winter 2011,"Action, Childcare, Comedy, Delinquents, Mythology, School, Shounen, Supernatural",7.84,286055,609109,Pierrot Plus,pg_13
6702,Fairy Tail,Fairy Tail,tv,finished_airing,Fall 2009,"Action, Adventure, Fantasy, Shounen",7.57,1028072,1776746,"Satelight, A-1 Pictures",pg_13
1735,Naruto: Shippuuden,Naruto Shippuden,tv,finished_airing,Winter 2007,"Action, Adventure, Fantasy, Martial Arts, Shounen",8.27,1705511,2562708,Pierrot,pg_13
269,Bleach,Bleach,tv,finished_airing,Fall 2004,"Action, Adventure, Shounen, Supernatural",7.96,1169031,2041305,Pierrot,pg_13
10087,Fate/Zero,Fate/Zero,tv,finished_airing,Fall 2011,"Action, Fantasy, Urban Fantasy",8.27,876843,1533113,ufotable,r
235,Meitantei Conan,Case Closed,tv,currently_airing,Winter 1996,"Adventure, Comedy, Detective, Mystery, Shounen",8.17,163068,357650,TMS Entertainment,pg_13
10521,Working'!!,Wagnaria!!2,tv,finished_airing,Fall 2011,"Comedy, Love Status Quo, Seinen, Workplace",7.81,154006,268855,A-1 Pictures,pg_13
9863,SKET Dance,SKET Dance,tv,finished_airing,Spring 2011,"Comedy, School, Shounen",8.21,85971,229011,Tatsunoko Production,pg_13
10721,Mawaru Penguindrum,Penguindrum,tv,finished_airing,Summer 2011,"Avant Garde, Drama, Mystery, Psychological, Supernatural, Suspense",7.93,109846,305699,Brain's Base,r
7081,Danball Senki,LBX: Little Battlers eXperience,tv,finished_airing,Spring 2011,"Action, Kids, Mecha",7.01,5025,10929,OLM,g
10507,Inazuma Eleven Go,N/A,tv,finished_airing,Spring 2011,"Sports, Super Power, Team Sports",7.01,52991,86068,OLM,g
10378,Shinryaku!? Ika Musume,The Squid Girl 2,tv,finished_airing,Fall 2011,"Anthropomorphic, Comedy, Shounen",7.47,50037,101850,Diomedéa,pg_13
9981,Phi Brain: Kami no Puzzle,Phi-Brain ~ Puzzle of God,tv,finished_airing,Fall 2011,"Action, High Stakes Game, Mystery, Strategy Game, Suspense",7.16,45330,110611,Sunrise,pg_13
10620,Mirai Nikki (TV),The Future Diary,tv,finished_airing,Fall 2011,"Action, Gore, High Stakes Game, Psychological, Shounen, Supernatural, Survival, Suspense",7.39,1232394,2052725,asread.,r+
10396,Ben-To,Ben-To,tv,finished_airing,Fall 2011,"Action, Comedy, Gourmet, Martial Arts",7.19,169898,334277,David Production,pg_13
10232,Tamayura: Hitotose,N/A,tv,finished_airing,Fall 2011,"CGDCT, Iyashikei, Slice of Life",7.32,14361,49363,TYO Animations,g
9969,Gintama',Gintama Season 2,tv,finished_airing,Spring 2011,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen",9.03,243388,573366,Sunrise,pg_13
10030,Bakuman. 2nd Season,Bakuman. Season 2,tv,finished_airing,Fall 2011,"Comedy, Drama, Otaku Culture, Romance, Shounen",8.34,215812,359531,J.C.Staff,pg_13
